"text"	"story"
"in the streets. And thus the so-called German National People's Party"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"calmed the anxieties of their 'Red' allies by completely prohibiting"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"those placards which proclaimed a message that was bringing back to the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"bosom of their own people hundreds of thousands of workers who had been"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"misled by international agitators and incensed against their own nation."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"These placards bear witness to the bitterness of the struggle in which"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the young movement was then engaged. Future generations will find in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"these placards a documentary proof of our determination and the justice"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"of our own cause. And these placards will also prove how the so-called"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"national officials took arbitrary action to strangle a movement that did"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"not please them, because it was nationalizing the broad masses of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"people and winning them back to their own racial stock."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"These placards will also help to refute the theory that there was then a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"national government in Bavaria and they will afford documentary"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"confirmation of the fact that if Bavaria remained nationally-minded"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"during the years 1919, 1920, 1921, 1922 and 1923, this was not due to a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"national government but it was because the national spirit gradually"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"gained a deeper hold on the people and the Government was forced to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"follow public feeling. The Government authorities themselves did"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"everything in their power to hamper this process of recovery and make it"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"impossible. But in this connection two officials must be mentioned as"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"outstanding exceptions."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Ernst Pöhner was Chief of Police at the time. He had a loyal counsellor"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"in Dr. Frick, who was his chief executive official. These were the only"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"men among the higher officials who had the courage to place the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"interests of their country before their own interests in holding on to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"their jobs. Of those in responsible positions Ernst Pöhner was the only"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"one who did not pay court to the mob but felt that his duty was towards"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the nation as such and was ready to risk and sacrifice everything, even"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"his personal livelihood, to help in the restoration of the German"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"people, whom he dearly loved. For that reason he was a bitter thorn in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the side of the venal group of Government officials. It was not the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"interests of the nation or the necessity of a national revival that"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"inspired or directed their conduct. They simply truckled to the wishes"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"of the Government, so as to secure their daily bread for themselves, but"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"they had no thought whatsoever for the national welfare that had been"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"entrusted to their care."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Above all, Pöhner was one of those people who, in contradistinction to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the majority of our so-called defenders of the authority of the State,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"did not fear to incur the enmity of the traitors to the country and the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"nation but rather courted it as a mark of honour and honesty. For such"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"men the hatred of the Jews and Marxists and the lies and calumnies they"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"spread, were their only source of happiness in the midst of the national"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"misery. Pöhner was a man of granite loyalty. He was like one of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"ascetic characters of the classical era and was at the same time that"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"kind of straightforward German for whom the saying 'Better dead than a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"slave' is not an empty phrase but a veritable heart's cry."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"In my opinion he and his collaborator, Dr. Frick, are the only men"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"holding positions then in Bavaria who have the right to be considered as"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"having taken active part in the creation of a national Bavaria."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Before holding our first great mass meeting it was necessary not only to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"have our propaganda material ready but also to have the main items of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"our programme printed."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"In the second volume of this book I shall give a detailed account of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"guiding principles which we then followed in drawing up our programme."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Here I will only say that the programme was arranged not merely to set"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"forth the form and content of the young movement but also with an eye to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"making it understood among the broad masses. The so-called intellectual"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"circles made jokes and sneered at it and then tried to criticize it. But"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the effect of our programme proved that the ideas which we then held"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"were right."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"During those years I saw dozens of new movements arise and disappear"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"without leaving a trace behind. Only one movement has survived. It is"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the National Socialist German Labour Party. To-day I am more convinced"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"than ever before that, though they may combat us and try to paralyse our"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"movement, and though pettifogging party ministers may forbid us the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"right of free speech, they cannot prevent the triumph of our ideas. When"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the present system of statal administration and even the names of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"political parties that represent it will be forgotten, the programmatic"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"basis of the National Socialist movement will supply the groundwork on"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"which the future State will be built."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"The meetings which we held before January 1920 had enabled us to collect"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the financial means that were necessary to have our first pamphlets and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"posters and programmes printed."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"I shall bring the first part of this book to a close by referring to our"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"first great mass meeting, because that meeting marked the occasion on"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"which our framework as a small party had to be broken up and we started"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"to become the most powerful factor of this epoch in the influence we"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"exercised on public opinion. At that time my chief anxiety was that we"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"might not fill the hall and that we might have to face empty benches. I"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"myself was firmly convinced that if only the people would come this day"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"would turn out a great success for the young movement. That was my"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"feeling as I waited impatiently for the hour to come."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"It had been announced that the meeting would begin at 7.30. A"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"quarter-of-an-hour before the opening time I walked through the chief"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"hall of the Hofbräuhaus on the PLATZ in Munich and my heart was nearly"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"bursting with joy. The great hall--for at that time it seemed very big"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"to me--was filled to overflowing. Nearly 2,000 people were present. And,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"above all, those people had come whom we had always wished to reach."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"More than half the audience consisted of persons who seemed to be"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"communists or independents. Our first great demonstration was destined,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"in their view, to come to an abrupt end."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"But things happened otherwise. When the first speaker had finished I got"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"up to speak. After a few minutes I was met with a hailstorm of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"interruptions and violent encounters broke out in the body of the hall."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"A handful of my loyal war comrades and some other followers grappled"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"with the disturbers and restored order in a little while. I was able to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"continue my speech. After half an hour the applause began to drown the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"interruptions and the hootings. Then interruptions gradually ceased and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"applause took their place. When I finally came to explain the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"twenty-five points and laid them, point after point, before the masses"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"gathered there and asked them to pass their own judgment on each point,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"one point after another was accepted with increasing enthusiasm. When"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the last point was reached I had before me a hall full of people united"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"by a new conviction, a new faith and a new will."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Nearly four hours had passed when the hall began to clear. As the masses"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"streamed towards the exits, crammed shoulder to shoulder, shoving and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"pushing, I knew that a movement was now set afoot among the German"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"people which would never pass into oblivion."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"A fire was enkindled from whose glowing heat the sword would be"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"fashioned which would restore freedom to the German Siegfried and bring"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"back life to the German nation."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Beside the revival which I then foresaw, I also felt that the Goddess of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Vengeance was now getting ready to redress the treason of the 9th of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"November, 1918. The hall was emptied. The movement was on the march."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"CHAPTER XIII"	"CHAPTER XIII    WELTANSCHAUUNG AND PARTY"
"WELTANSCHAUUNG AND PARTY"	"CHAPTER XIII    WELTANSCHAUUNG AND PARTY"
"On February 24th, 1920, the first great mass meeting under the auspices"	"CHAPTER XIII    WELTANSCHAUUNG AND PARTY"
